3353	4985	0.670536
2976	2767	0.874355
2794	8444	0.717140
5246	2530	0.123876
7950	940	0.369227
7740	7188	0.008586
8851	8210	0.445968
9027	8154	0.209289
1045	9747	0.250313
9192	7762	0.314378
2927	6109	0.077500
7802	259	0.714656
5017	2255	0.095785
5480	8547	0.642492
1246	6806	0.075227
8807	3381	0.120342
1685	7175	0.622551
2127	9069	0.603459
1499	6561	0.620068
9713	1092	0.833269
5695	4944	0.248435
5747	4196	0.904642
3105	4679	0.262233
449	4729	0.708998
3630	1891	0.775408
9759	6288	0.828094
5163	4778	0.499308
9936	2135	0.633277
5527	1371	0.885616
1874	6441	0.313048
1502	6660	0.961496
5882	2680	0.232484
5507	5699	0.660076
1906	6445	0.329353
9197	1282	0.672557
9255	2077	0.055389
1887	4256	0.814519
8941	7223	0.696575
7475	9070	0.656823
1051	9770	0.163678
4609	4527	0.603201
2692	5562	0.490422
242	5207	0.014398
8683	1640	0.506464
3967	6511	0.422582
1975	4993	0.013609
5264	7038	0.213351
8365	7963	0.219569
9238	604	0.045119
5198	4390	0.897651
1524	2169	0.006077
2399	2202	0.267180
4	1487	0.526386
9690	8394	0.191103
5318	17	0.090859
3627	7504	0.994515
2560	5620	0.606334
4170	7089	0.062369
6826	3357	0.275638
4151	7051	0.748108
3241	5976	0.888741
802	7709	0.924017
625	5151	0.795819
6563	880	0.903873
6103	8984	0.001654
944	7734	0.167510
5717	6647	0.377097
9163	5408	0.489949
9719	9710	0.718231
1443	6133	0.253500
6305	6762	0.264136
3208	7229	0.152202
7813	7567	0.224097
6817	3672	0.005670
1565	3967	0.796701
9481	5722	0.653901
5356	9121	0.260105
7790	6734	0.375405
9230	2275	0.726013
8303	7452	0.212736
873	6546	0.815310
837	1817	0.411123
3987	6240	0.089827
3963	9064	0.088894
2270	9885	0.585369
3032	5107	0.571674
5571	1606	0.313649
1082	5808	0.189326
5828	5425	0.688708
6970	6588	0.655325
1741	1564	0.038663
5123	2976	0.804974
6315	4194	0.089769
1163	694	0.082602
7517	925	0.700345
2915	4458	0.791481
2275	5354	0.272015
7613	7803	0.591514
5438	4375	0.676731
6608	5123	0.886800
5107	4298	0.637951
4407	9511	0.103934
1987	2471	0.535391
8726	2574	0.441890
1195	5589	0.703769
7498	856	0.622117
5247	4366	0.806743
3856	6385	0.013533
401	6299	0.905624
2829	4746	0.397590
9191	9057	0.602615
7419	9322	0.539142
5518	5262	0.349950
5548	10	0.361105
9658	4851	0.004926
9271	7292	0.568965
6122	2852	0.308281
9764	8443	0.700963
5021	6641	0.171867
2772	1852	0.159201
1631	5167	0.741277
3886	2578	0.128790
224	2500	0.311124
39	6645	0.372994
7862	692	0.572013
9508	9847	0.568409
5123	252	0.329465
4793	3218	0.696337
9421	7474	0.270648
1323	68	0.974359
4712	317	0.275894
8480	2030	0.357064
4653	4631	0.217852
1200	6783	0.554557
5762	4857	0.063119
9762	6043	0.036042
2635	1368	0.157669
6847	2764	0.565119
3859	3907	0.804622
7326	1842	0.687664
8023	8300	0.872301
7373	2378	0.371821
743	3904	0.750795
7286	6451	0.685394
7225	6093	0.872851
5069	4511	0.524326
4677	4585	0.477339
4442	2673	0.580164
305	7518	0.423149
3064	5343	0.519253
9657	894	0.527353
6985	2481	0.613529
7645	3506	0.304563
4232	7120	0.075762
9513	4487	0.376040
4498	5826	0.857067
4529	1609	0.158306
2993	8926	0.771406
3185	3369	0.201915
5052	1991	0.064843
4166	2582	0.457151
3927	1498	0.356384
4213	5186	0.915525
8853	5265	0.467894
5250	7732	0.792257
5533	204	0.505033
3254	4588	0.185933
7577	862	0.113902
574	7772	0.866696
8111	8800	0.877018
7336	9464	0.829551
5203	9683	0.300165
3408	5459	0.490267
4862	3501	0.562761
9552	3463	0.096934
9946	4215	0.485303
6349	4183	0.651181
4562	7028	0.710740
9566	1933	0.846671
4331	4340	0.148434
3219	9104	0.883779
3494	6869	0.725321
9236	6507	0.864344
5846	1908	0.076741
2648	9969	0.433445
9526	3875	0.241133
8216	8061	0.622649
481	6369	0.298943
9428	5247	0.279646
8207	6450	0.520193
4487	3645	0.884937
4577	7140	0.383887
5789	4985	0.677531
7819	7580	0.634924
8025	4060	0.790892
6568	6954	0.331307
1577	2368	0.046121
3907	6687	0.011176
2379	9906	0.718660
1031	4602	0.396015
4765	5881	0.578273
9271	1927	0.284702
2984	9707	0.454947
3245	8697	0.927005
7771	4175	0.884390
2842	9621	0.450808
3163	4288	0.694278
339	1255	0.380370
8950	3737	0.309933
917	3573	0.003122
623	1734	0.798976
8850	3070	0.502222
4847	6819	0.118328
6842	8889	0.425858
9775	7281	0.604382
2700	37	0.466043
4804	7981	0.805535
5174	6347	0.333546
8315	9521	0.871122
9971	5115	0.442498
6578	8700	0.745365
7182	8215	0.178323
394	4454	0.882033
2831	3352	0.362828
5719	3118	0.836355
8970	2632	0.480274
8389	7686	0.980719
8589	836	0.379699
7154	4524	0.851928
8566	324	0.935898
1984	4390	0.307994
8335	8755	0.974334
5978	3697	0.662356
9986	4854	0.012329
871	2111	0.433391
9199	8529	0.820590
6776	5538	0.063373
2240	2075	0.860561
7606	5125	0.556888
4595	6469	0.600932
517	7902	0.081144
2894	4606	0.345693
5405	9729	0.711971
5620	542	0.619844
3549	5904	0.420846
8207	6827	0.227421
8853	3529	0.706435
2240	8659	0.139936
4069	4738	0.993147
6419	913	0.104296
742	5620	0.442455
8190	4001	0.565875
3517	4232	0.465236
8998	1758	0.305667
7356	9206	0.383546
8981	2140	0.483617
77	8778	0.388794
332	6358	0.855821
9869	9619	0.989310
8127	442	0.249500
9944	3263	0.736699
1745	4913	0.084917
2856	9554	0.314568
2996	2646	0.658365
5965	5318	0.223881
5309	1742	0.355296
95	8657	0.794541
2693	3411	0.362854
1595	8936	0.750365
1126	1208	0.110867
9704	2160	0.694411
4617	2968	0.616918
8004	8964	0.512888
8853	767	0.215588
5583	4548	0.530973
7880	3320	0.628328
7906	9358	0.328513
5849	5662	0.260949
2470	13	0.965235
511	313	0.456052
5101	1089	0.742945
4266	5847	0.490670
5399	5674	0.161816
5379	6476	0.409362
5734	9459	0.068130
7685	9255	0.857140
7155	1890	0.239239
6065	1402	0.375705
3880	8315	0.904669
5486	9495	0.806346
5392	1732	0.560868
9567	1886	0.528581
6816	507	0.493832
4036	501	0.172012
7490	343	0.289953
7325	352	0.985935
3140	8149	0.118147
3358	5690	0.536819
3106	5807	0.043289
5857	2537	0.394343
4791	3580	0.698433
1585	6659	0.551992
609	8566	0.540174
8339	5726	0.539709
3508	3913	0.926860
7792	626	0.923307
4431	5282	0.791831
65	4615	0.211264
6388	2281	0.347767
7256	4670	0.515859
7335	1271	0.823739
7260	3985	0.631952
9216	4231	0.373122
143	1443	0.981124
6340	844	0.412160
7489	7207	0.589401
2239	4642	0.161403
6208	2994	0.362507
515	9330	0.894330
4173	1177	0.891345
3050	4641	0.622292
1573	3918	0.346951
6130	5166	0.446275
3820	9234	0.553436
165	9741	0.560452
6906	4128	0.172600
4404	2122	0.343460
2610	9799	0.794252
5588	9922	0.822952
5532	3002	0.917849
6478	912	0.302147
4811	3842	0.994167
5508	3306	0.002557
5278	6014	0.028426
7393	1665	0.893344
8533	4795	0.764672
2571	6846	0.175152
1753	3088	0.804792
5892	466	0.161602
539	5653	0.204530
7986	7995	0.398136
872	7319	0.350722
6237	9515	0.343350
5943	62	0.719133
1214	4985	0.097875
4087	77	0.283448
4845	6388	0.052304
1492	7702	0.855078
7177	954	0.418325
7588	5338	0.191652
4197	3789	0.755243
5703	9558	0.071037
4052	8218	0.266015
3892	8952	0.932877
1294	5188	0.786817
4214	4461	0.316346
6986	1745	0.000025
6325	114	0.925510
2950	4351	0.629866
8949	7356	0.330775
7889	9579	0.867985
9568	2873	0.821206
3330	3235	0.815431
7799	9897	0.488707
6490	7241	0.531115
9712	4806	0.844330
7207	3906	0.557941
179	9482	0.607511
6480	6200	0.198920
4108	4117	0.199581
7980	1542	0.061774
2848	7676	0.666307
209	2569	0.367330
3952	218	0.465678
8458	1593	0.002957
5426	6499	0.968132
5572	1349	0.670184
2838	2013	0.968885
5098	4579	0.954426
7425	5406	0.382612
5837	851	0.381580
245	7260	0.482369
3357	5447	0.262138
2960	9529	0.247285
1117	747	0.341614
3435	286	0.637310
1236	8411	0.381751
7684	169	0.419490
6725	3248	0.741634
7876	7507	0.140036
7036	7351	0.050775
2503	4925	0.627515
3676	6775	0.456280
3567	2676	0.395126
9809	8817	0.756375
5991	5565	0.438940
984	8679	0.685572
5396	3239	0.034517
4008	2953	0.993215
308	4198	0.559172
3773	4378	0.170403
8018	8065	0.776722
1625	5517	0.874322
2729	609	0.965250
9719	3766	0.846632
302	8080	0.126564
6160	6736	0.291233
1984	2183	0.647683
4715	5841	0.943383
9239	4354	0.760197
2765	1648	0.639778
793	9200	0.907282
1042	5194	0.582385
444	5656	0.439362
4830	6007	0.200049
8425	9825	0.370739
3561	5832	0.378342
2100	8857	0.837383
2279	1801	0.681473
6332	5327	0.607539
193	5130	0.339041
6162	2182	0.663527
7413	2661	0.234998
1570	58	0.579190
3967	9464	0.618375
8578	1706	0.974289
4841	9918	0.007115
8415	2397	0.541308
1411	6201	0.076044
2385	1706	0.577263
5916	7027	0.151664
6924	1798	0.638582
6682	6427	0.424027
9974	4697	0.786693
8892	8070	0.400359
6352	7128	0.915216
6811	9731	0.910472
8838	4339	0.560312
752	3040	0.777915
8600	983	0.517790
2913	7860	0.003963
5946	8063	0.735619
5371	7137	0.973519
5794	8103	0.663100
1529	6013	0.355242
1170	4997	0.200557
6405	2120	0.797843
8309	8347	0.985470
6567	5662	0.577751
1630	8457	0.315189
8141	6128	0.871155
7350	2203	0.636967
9621	8334	0.264119
1450	6111	0.943737
2108	6559	0.815778
9747	2730	0.204958
3211	2709	0.893439
5099	3723	0.182294
5506	7498	0.052287
5407	1837	0.195536
7422	6916	0.199460
9877	8941	0.080169
7394	1821	0.183072
8618	3075	0.733010
7820	6314	0.976562
9914	9947	0.719975
811	2724	0.153777
3602	9064	0.862850
642	5402	0.925467
791	4731	0.944357
3066	2967	0.899423
1309	6176	0.045248
2610	3756	0.648784
2749	8558	0.224179
1844	3042	0.511874
3244	3112	0.404027
4241	4340	0.136101
3553	9889	0.917593
9777	7074	0.920715
9908	5716	0.866858
3117	870	0.145239
4882	8978	0.704775
5566	3921	0.591470
2534	8436	0.380961
3716	3833	0.369699
2875	3436	0.380228
7056	6101	0.770499
4132	8191	0.300523
7083	1877	0.023670
8021	1895	0.590197
5271	4131	0.084220
5653	4984	0.443266
4162	7039	0.230737
6398	1162	0.153642
7650	4816	0.147839
4782	8816	0.896231
1246	8015	0.849573
3214	4370	0.186240
6624	1714	0.468082
5766	360	0.671113
3321	7707	0.863982
4027	6155	0.973987
4948	9531	0.077469
232	9378	0.209345
4025	2621	0.504535
666	452	0.967085
8499	5603	0.385170
4840	6535	0.325370
2056	5905	0.463773
6298	4073	0.894389
841	7360	0.692310
1365	3072	0.368941
3183	3240	0.697681
2618	6894	0.248633
5015	4655	0.973713
4474	18	0.373711
281	9562	0.419125
3239	9090	0.492282
5118	8104	0.469980
1388	3119	0.145282
3565	5128	0.528983
6761	1195	0.022014
1301	5474	0.617530
5023	7758	0.708919
2578	7670	0.176738
643	8142	0.003612
7934	4731	0.354890
4627	2358	0.058461
1005	5288	0.335954
8654	1425	0.329409
133	6092	0.212012
9846	6282	0.628817
6491	8988	0.342097
5431	3461	0.195620
3880	6381	0.669024
6709	7756	0.190266
5844	1819	0.450232
379	9826	0.432983
7535	4920	0.510511
5014	5280	0.187030
4264	4266	0.169480
4235	6398	0.854534
4730	5910	0.618125
36	4441	0.044610
1838	5955	0.593397
8902	5899	0.627567
7954	9885	0.516135
2270	2388	0.924829
4980	4049	0.408265
2629	6943	0.658062
2037	3470	0.559367
844	5883	0.178467
8832	7349	0.641033
5839	2019	0.031675
3332	2826	0.833806
2866	4319	0.441156
3558	6587	0.638673
1245	2451	0.319267
3771	4522	0.279338
3574	6176	0.549235
5975	9358	0.334892
2197	7747	0.782262
1317	917	0.605947
3483	1685	0.249358
8252	4557	0.426493
3893	5896	0.326442
4708	8731	0.270658
7801	7213	0.232143
2953	1204	0.120615
8619	8048	0.390021
3797	8673	0.307839
3315	8237	0.615127
7483	4685	0.752383
6879	4371	0.827473
2273	2752	0.002341
4545	7739	0.363470
5327	6554	0.016606
1685	4199	0.487424
4582	6342	0.303897
3732	1570	0.126081
9939	2810	0.302579
6422	5350	0.050759
4402	5076	0.688824
1420	977	0.174585
3861	385	0.825132
5734	5115	0.769052
609	9945	0.996929
4273	3143	0.087801
317	768	0.596481
7376	5325	0.566434
6850	9923	0.011317
6029	6329	0.218955
1053	2538	0.231301
4233	3335	0.428696
7554	9983	0.265293
8293	3205	0.434567
580	3527	0.098554
8879	297	0.061120
5516	3725	0.623221
5050	7803	0.055586
2861	6197	0.334846
9644	5553	0.975668
3884	3456	0.946047
6428	586	0.641351
8058	5382	0.155089
3575	9501	0.164714
8622	6768	0.304283
1295	6884	0.876387
6452	497	0.212202
554	820	0.203156
4700	4968	0.806921
9316	8240	0.092776
9613	4640	0.591911
5992	2767	0.519630
3778	2812	0.998350
4938	5419	0.029865
899	4426	0.855838
1489	135	0.325343
3807	4545	0.197860
2110	8399	0.931449
1964	7967	0.968493
9731	8682	0.458373
1941	4835	0.935442
8766	9032	0.287017
695	7051	0.682043
4537	1994	0.726785
9683	1163	0.780432
7158	9877	0.187801
5494	3816	0.836221
4551	2487	0.719403
3171	3031	0.413561
9782	9651	0.697526
1289	5894	0.087836
9091	1191	0.831504
5412	7391	0.187611
3115	9955	0.388157
6675	3088	0.581931
5794	7171	0.778807
2574	2771	0.214947
2997	566	0.487086
3082	98	0.655609
911	9415	0.994588
5686	6704	0.028509
7619	893	0.893426
597	3263	0.455158
3480	7326	0.180707
2079	5916	0.467239
1463	9410	0.668307
3864	2876	0.244251
823	2046	0.381435
7168	5719	0.100134
8621	1047	0.223187
9993	7944	0.413322
9000	2139	0.904620
9549	4628	0.690697
3155	3677	0.691453
1906	6964	0.834310
7343	4744	0.497834
5972	7128	0.265837
3543	5485	0.171163
2333	9429	0.050309
3263	7045	0.147823
1822	5309	0.890286
4540	8156	0.107004
9040	252	0.692421
9542	1774	0.740183
7383	904	0.395546
2956	8801	0.687233
4498	5858	0.422429
1347	3135	0.977109
2299	2432	0.106302
4043	5115	0.043817
7925	9240	0.169478
8582	4979	0.895999
8341	8224	0.766672
601	5395	0.000538
557	320	0.740819
5336	1586	0.177424
676	9786	0.054336
4127	4911	0.662698
5158	241	0.973658
537	4221	0.040188
7961	5878	0.413444
2581	3079	0.836880
6579	5079	0.238240
955	5171	0.007498
3641	6494	0.325469
1863	3137	0.455934
7227	2316	0.859326
7465	2068	0.805361
6787	8351	0.016496
9498	9254	0.101948
4234	6626	0.281756
1172	7065	0.287910
6168	7746	0.177929
579	6142	0.827886
6557	1334	0.075254
1638	5716	0.020385
7426	5437	0.594087
5994	3551	0.274700
9042	8626	0.433264
3242	3848	0.936111
6224	82	0.899020
6037	6445	0.810143
5593	8548	0.066033
3268	7717	0.056696
6928	3871	0.058749
9469	929	0.967523
2430	2737	0.621691
6255	3921	0.691426
7467	6221	0.475231
2737	9756	0.444543
8953	9786	0.064821
1681	9566	0.469982
7306	633	0.185254
235	3725	0.799666
65	8125	0.148496
1960	6981	0.143806
4208	4884	0.427254
3120	2476	0.933282
6122	9065	0.614099
3519	7129	0.421579
3602	5555	0.475435
7125	4615	0.894229
9514	3386	0.309673
5164	4088	0.953298
3912	5181	0.098602
2205	8762	0.648491
7707	1158	0.702415
2260	935	0.352131
9373	7684	0.329302
2587	7063	0.827382
7494	7978	0.685968
3385	7087	0.198545
211	7584	0.549409
2075	788	0.379969
878	6546	0.760920
6975	9288	0.189384
2643	6337	0.820517
5562	2904	0.578522
4184	5138	0.534639
3992	9187	0.904566
2738	7491	0.970598
6408	1970	0.644547
1987	8086	0.735845
4037	9267	0.183983
6048	6728	0.342486
5596	2557	0.451030
6687	2555	0.495781
3329	7593	0.311742
7042	6978	0.962763
9733	9164	0.297208
4537	6164	0.742208
1363	6272	0.096976
3029	6080	0.238150
7926	9110	0.337179
5539	646	0.690387
5528	2254	0.143242
272	1949	0.835313
6152	2220	0.842516
8650	9944	0.844148
68	2636	0.206741
3673	1724	0.185980
189	8269	0.500195
316	2718	0.279480
3429	6889	0.877701
2817	1527	0.041466
5509	1494	0.137467
6036	7966	0.448886
2172	3159	0.670354
2381	8305	0.426115
6917	8868	0.742860
407	529	0.474273
9176	9757	0.038796
4596	6620	0.163482
7062	3766	0.739858
9100	8202	0.121577
9612	3278	0.199477
5219	6572	0.848828
4858	3959	0.011353
9669	4435	0.937211
8139	1867	0.344153
5416	24	0.428379
5232	708	0.621032
3854	1430	0.006817
1429	2733	0.775902
8449	7258	0.778165
5649	9539	0.715431
1878	3038	0.739166
7662	5251	0.831756
3443	3371	0.037319
7682	916	0.393525
3452	7725	0.973032
8299	3703	0.117119
7785	7730	0.832807
1715	3217	0.073868
5969	5433	0.797520
7239	4516	0.660801
8837	4081	0.392772
9536	868	0.393638
9872	1284	0.850931
9142	3870	0.476461
19	5947	0.210451
1432	7515	0.961929
7753	1119	0.859386
2781	8910	0.280125
7815	994	0.060072
1425	4834	0.973003
3869	8641	0.422465
3254	7470	0.874068
2859	821	0.432239
7795	4346	0.901804
7427	4534	0.186021
3210	7993	0.949733
4286	623	0.323937
7688	7351	0.937859
374	2222	0.239862
7940	5011	0.917365
1213	3374	0.053860
4331	3572	0.822057
6057	9393	0.522386
6170	481	0.944231
5462	4413	0.957673
5873	2684	0.429962
8799	7587	0.872005
5404	5140	0.020902
8887	6338	0.359176
4390	7251	0.879650
5997	1619	0.849286
5462	577	0.392320
1249	8102	0.709050
2651	7447	0.372649
887	7029	0.749914
8274	7078	0.613069
9622	1511	0.068760
5112	5252	0.921481
1160	593	0.370128
5233	7415	0.233975
8403	8005	0.373866
125	1568	0.437974
9767	2976	0.590660
4102	9866	0.192181
7494	1690	0.780133
1414	9655	0.353918
1192	3791	0.018810
4961	7948	0.588426
8516	731	0.848232
981	9297	0.860541
1517	7450	0.881628
88	4750	0.546320
1632	6993	0.044863
5054	3612	0.168498
4437	8689	0.973516
27	1628	0.335039
7884	4663	0.699684
6865	8492	0.051474
2224	1679	0.430314
8120	4687	0.832224
7429	8192	0.231358
689	8673	0.048831
3066	136	0.023524
7745	6714	0.237767
3705	1264	0.143899
2233	4131	0.879040
190	1077	0.852233
2882	3939	0.565790
5412	9064	0.463073
1936	54	0.406120
1433	1930	0.721368
2274	417	0.480994
215	6567	0.602843
4204	4576	0.944045
3214	7004	0.640099
4552	5605	0.121876
5438	8877	0.804386
8588	2156	0.939333
5542	2685	0.431627
3210	9220	0.581190
3648	8568	0.583403
3777	1707	0.468734
9102	5619	0.844420
1387	6596	0.404699
3002	3393	0.206900
6925	6300	0.377174
5696	6678	0.758317
1719	9131	0.070050
9963	2849	0.855164
2460	3268	0.188754
9942	95	0.564619
1687	3021	0.427496
7391	2143	0.843558
8291	2591	0.135641
7112	9454	0.992308
7711	1329	0.470126
130	2402	0.277267
2479	5807	0.983368
2717	8551	0.545918
2447	1345	0.884696
4442	3012	0.872909
3782	7075	0.686466
1338	4645	0.481420
3646	3086	0.955394
3948	1342	0.719526
770	4317	0.909988
2853	3551	0.288582
4723	5531	0.666024
3164	5886	0.577893
7698	4229	0.877573
4887	4952	0.156309
9010	9462	0.100052
9273	1373	0.167518
2165	3881	0.871521
2949	7617	0.757760
5023	8236	0.301545
7789	1456	0.152007
8172	7944	0.636373
6849	4185	0.618512
4842	6787	0.828483
1831	6924	0.080965
1523	644	0.856708
4840	2103	0.147057
8998	8925	0.665352
7854	7234	0.111186
5914	2157	0.645462
8046	7406	0.392043
2330	1497	0.554654
5725	652	0.172623
203	4934	0.356568
5103	3288	0.493858
8270	5029	0.806419
8258	5454	0.098267
2331	5676	0.871212
8109	9502	0.947757
3321	9032	0.692096
4233	3390	0.036327
6881	9720	0.476685
3796	8876	0.214163
8054	7683	0.711726
3937	1104	0.219438
8184	7992	0.886114
3399	9685	0.648870
5305	4784	0.009070
5544	8376	0.490675
684	9382	0.441781
4637	4047	0.364471
7794	5462	0.062330
7316	4591	0.360920
4435	4754	0.425294
5817	6584	0.933282
9715	8033	0.312259
6175	394	0.292018
5609	6849	0.872627
6425	8246	0.473142
7412	656	0.312924
1613	2586	0.939748
9827	9431	0.425810
2634	354	0.380401
1480	3192	0.364473
2304	6836	0.338256
1826	4517	0.019915
2860	9290	0.607732
1687	5201	0.221716
3299	7231	0.669894
8088	5633	0.040052
1626	2055	0.756732
4844	7833	0.666444
8701	5081	0.444928
5919	6100	0.129246
281	957	0.240479
9315	7700	0.877837
6331	2004	0.777919
6702	8636	0.302498
8905	8934	0.303460
4425	7880	0.485497
7433	7038	0.246404
2666	597	0.816960
7445	735	0.805898
6852	3932	0.583806
9260	2364	0.575794
54	4131	0.482126
1735	970	0.067586
9663	5349	0.640827
9802	7387	0.267315
5098	2590	0.894995
6193	2099	0.322251
6675	2408	0.269340
7772	7394	0.336370
3955	5999	0.873282
9446	6270	0.670594
7720	1441	0.104360
3060	3654	0.859864
2908	2101	0.285704
9897	6718	0.045098
6901	5141	0.292563
6420	2949	0.342092
3204	7359	0.136908
7768	1045	0.110491
3793	4425	0.702141
7275	5251	0.989699
8900	1523	0.445436
3395	5261	0.735575
3377	7091	0.601311
3970	1687	0.517174
8816	2813	0.870595
2033	1202	0.313702
9883	8763	0.011500
3227	970	0.169498
3259	9459	0.575616
1669	6811	0.685284
6873	2591	0.898699
221	6314	0.885730
2494	4277	0.698294
6115	3062	0.869726
6943	3087	0.096523
7222	7045	0.723718
5338	2820	0.944145
3765	8090	0.106762
9531	4328	0.650181
940	5528	0.207160
3029	4551	0.331074
964	1873	0.982234
733	2267	0.202853
5044	3454	0.038898
7572	122	0.079684
3728	9965	0.752329
764	5343	0.731744
2983	6091	0.514117
345	3920	0.607532
6616	2672	0.847085
1841	2855	0.371231
5832	6855	0.570828
4109	5532	0.170501
8589	1243	0.461920
7812	2974	0.865855
3221	9481	0.190477
8372	6931	0.594003
3047	3395	0.024273
3317	713	0.522915
143	1425	0.974703
8013	6961	0.028596
3855	6457	0.726176
7702	2308	0.297419
8977	1476	0.056458
2113	4381	0.437028
2203	6035	0.146565
123	3651	0.152579
946	7638	0.684551
4088	4864	0.972515
7065	6753	0.254260
1577	4788	0.897626
1259	1010	0.950921
191	289	0.704187
7449	9673	0.714096
7170	451	0.841579
4437	773	0.879528
5385	5830	0.428011
4412	2075	0.805287
9335	2337	0.772980
1221	6276	0.710544
1193	5966	0.290435
4003	161	0.700450
1314	1592	0.099322
9268	1353	0.406173
8346	6001	0.233103
8340	7013	0.222053
2518	1601	0.869384
7297	5704	0.268796
5142	7592	0.459684
3972	4500	0.994962
5803	2673	0.513094
1835	3400	0.763045
9395	8857	0.946588
2316	8629	0.378178
3935	2718	0.989744
557	5161	0.029846
4905	8836	0.532876
8153	4719	0.933042
7957	796	0.159300
9219	2258	0.538689
2475	9273	0.421148
7827	7596	0.662304
7518	2463	0.452095
5247	4332	0.880891
1612	5827	0.482287
536	2590	0.245009
4236	4560	0.328783
8035	9423	0.685215
6060	2901	0.537473
3623	6599	0.341450
8056	3206	0.673373
1578	8170	0.867462
2523	8042	0.264763
3753	6230	0.096130
2298	3807	0.530628
1007	2563	0.723878
7480	830	0.131239
7221	497	0.712832
4618	8450	0.403114
609	6466	0.170150
6446	2209	0.314936
8551	3701	0.733615
8269	4629	0.709651
9463	4003	0.789116
4753	5129	0.907086
7904	8617	0.383005
7132	8992	0.971873
2929	7160	0.053411
9299	5930	0.859123
422	9327	0.388068
9832	8485	0.722098
2559	8836	0.259750
537	4093	0.761257
4964	4191	0.028799
3374	8211	0.866174
1904	3066	0.869451
6060	7484	0.651678
8803	9558	0.322076
5097	4917	0.014624
8193	508	0.146502
5072	8871	0.495348
9059	6614	0.146641
4566	7275	0.472543
3686	5499	0.868852
4026	3438	0.646042
4231	552	0.447481
3595	6167	0.318898
4874	3385	0.718152
4784	7435	0.895840
2914	8778	0.487939
1553	2851	0.116715
8905	7129	0.001116
2396	6042	0.205899
9087	6660	0.819663
5578	1741	0.838344
4392	9467	0.883246
5677	2234	0.042520
7013	6412	0.664544
2309	9933	0.806082
2598	5205	0.867801
1778	6675	0.405713
4516	2868	0.950997
6696	9986	0.214494
2179	7450	0.644414
5467	8296	0.720369
9645	5024	0.918839
1785	7588	0.306864
5570	6595	0.033983
8252	6412	0.656255
6020	6575	0.753805
9717	2081	0.182223
5569	5135	0.264826
5586	3370	0.554140
4643	5928	0.277957
4906	2806	0.020609
847	4436	0.673941
4474	6021	0.155307
1219	9435	0.184849
972	4569	0.932772
9929	3365	0.373649
1264	2534	0.916666
394	71	0.089125
8773	1580	0.484375
9732	3509	0.108681
5270	1996	0.885102
824	4544	0.985918
9997	9758	0.806558
643	5501	0.433361
8403	6870	0.299931
2940	4290	0.402221
2402	2381	0.881244
6962	6204	0.908950
7218	4981	0.243293
1376	1264	0.933509
9826	181	0.716810
3429	3593	0.936429
9021	1530	0.703941
8873	4458	0.937871
8640	4806	0.486368
5309	6312	0.439157
6196	915	0.783408
